category,agency,account,project,state,amount,origination,requestor_one_full_name,requestor_one_bioguide_id,requestor_one_chamber,requestor_one_party,requestor_two_full_name,requestor_two_bioguide_id,requestor_two_chamber,requestor_two_party,member_state,LES,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Commerce, Justice, Science, and Related Agencies",Defense,"Energy and Water Development, and Related Agencies",Financial Services and General Government,Homeland Security,"Interior, Environment, and Related Agencies","Labor, Health and Human Services, Education, and Related Agencies","Military Construction, Veterans Affairs, and Related Agencies","Transportation, and Housing and Urban Development, and Related Agencies",Relevant_Committee,party_status_majority
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Blue Economy Incubator,OR,1000000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Native American Owned Small Business Assistance,OR,104000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Small Business Support for Black and Disadvantaged Business Owners,OR,750000.0,S,Jeff Merkley,M001176,sen,Democrat,Ron Wyden,W000779,sen,Democrat,OR,1.6282490491867065,1,0,0,1,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Good Manufacturing Practice (GMP) Laboratory Space and Equipment at Kansas University’s Innovation Park,KS,958000.0,S,Jerry Moran,M000934,sen,Republican,None,None,None,None,KS,1.1787668466567993,0,1,0,0,1,0,0,1,1,1,1,0
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Hope & Main Providence Culinary Incubator,RI,275000.0,S,Jack Reed,R000122,sen,Democrat,None,None,None,None,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Multicultural Innovation Center,RI,1000000.0,S,Jack Reed,R000122,sen,Democrat,None,None,None,None,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Social Enterprise Greenhouse,RI,475000.0,S,Jack Reed,R000122,sen,Democrat,None,None,None,None,RI,0.9055533409118652,0,0,1,0,1,0,0,0,1,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Assisting Military Retirees and Veterans with Farm Business Support,VT,100000.0,S,Bernard Sanders,S000033,sen,Independent,None,None,None,None,VT,0.19950705766677856,1,0,0,1,1,0,1,1,1,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Dairy Farm Business Technical Assistance,VT,250000.0,S,Bernard Sanders,S000033,sen,Independent,None,None,None,None,VT,0.19950705766677856,1,0,0,1,1,0,1,1,1,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Technical Assistance for Women and Minority-owned Businesses,VT,200000.0,S,Bernard Sanders,S000033,sen,Independent,None,None,None,None,VT,0.19950705766677856,1,0,0,1,1,0,1,1,1,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Vermont Employee Ownership Center,VT,158000.0,S,Bernard Sanders,S000033,sen,Independent,None,None,None,None,VT,0.19950705766677856,1,0,0,1,1,0,1,1,1,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Baltimore Small Business Technical Assistance Network Infrastructure Support,MD,1700000.0,S,Chris Van Hollen,V000128,sen,Democrat,None,None,None,None,MD,0.7227866649627686,0,0,0,0,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Loyola University Maryland: York Road Initiative,MD,675000.0,S,Chris Van Hollen,V000128,sen,Democrat,None,None,None,None,MD,0.7227866649627686,0,0,0,0,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Mary Harvin Center Southern Bridge Workforce Center,MD,1000000.0,S,Chris Van Hollen,V000128,sen,Democrat,None,None,None,None,MD,0.7227866649627686,0,0,0,0,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Small Business Development—Increasing Access to Government Contracts,MD,350000.0,S,Chris Van Hollen,V000128,sen,Democrat,None,None,None,None,MD,0.7227866649627686,0,0,0,0,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Supporting Growth of Maryland’s Technology and Life Sciences Businesses,MD,2450000.0,S,Chris Van Hollen,V000128,sen,Democrat,None,None,None,None,MD,0.7227866649627686,0,0,0,0,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,William & Mary Entrepreneurship Regional Engagement,VA,450000.0,S,Mark R. Warner,W000805,sen,Democrat,None,None,None,None,VA,0.7782226800918579,0,0,1,0,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Hispanic/Latinx Small Business Revitalization Program,GA,293000.0,S,Raphael G. Warnock,W000790,sen,Democrat,None,None,None,None,GA,0.9862566590309143,1,1,0,0,1,0,0,0,0,1,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Wisconsin SBDC at UW–Madison,WI,174000.0,H/S,Mark Pocan,P000607,rep,Democrat,Tammy Baldwin,B001230,sen,Democrat,WI,0.7910237312316895,0,0,0,0,1,0,0,1,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Henderson Workforce Training Center,NV,2000000.0,H/S,Susie Lee,L000590,rep,Democrat,Catherine Cortez Masto,C001113,sen,Democrat,NV,0.5685132145881653,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,"Promoting Small Business Startups, Sustainability, and Transition",IL,400000.0,H/S,Cheri Bustos,B001286,rep,Democrat,Tammy Duckworth,D000622,sen,Democrat,IL,1.2006572484970093,1,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,The Urban League of Rochester Entrepreneurial Assistance Center Community Business Academy,NY,200000.0,H/S,Joseph D. Morelle,M001206,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.2469901740550995,0,0,1,0,1,0,0,1,1,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Mississippi Small Business Tech Commercialization Center,MS,743000.0,H/S,Trent Kelly,K000388,rep,Republican,Cindy Hyde-Smith,H001079,sen,Republican,MS,0.27049142122268677,1,0,1,0,1,1,0,0,1,0,1,0
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Manhattan Storefront Revitalization & Small Business Entrepreneurship Project,NY,800000.0,H,Carolyn B. Maloney,M000087,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,6.801717281341553,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Sinclair Community College Center for Advanced Manufacturing,OH,1000000.0,H,Michael R. Turner,T000463,rep,Republican,Sherrod Brown,B000944,sen,Democrat,OH,0.0848439559340477,0,0,1,0,0,1,0,0,1,0,0,0
Financial Services and General Government,Small Business Administration,Salaries and Expenses,e-Commerce for Disadvantaged Businesses,NY,750000.0,H,Brian Higgins,H001038,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,0.2556106448173523,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,High School Training Program for Small Business Accounting,NY,134000.0,H,Jerrold Nadler,N000002,rep,Democrat,Kirsten E. Gillibrand,G000555,sen,Democrat,NY,4.07002067565918,0,1,0,0,0,0,0,0,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Local Initiatives Support Corporation (LISC) Twin Cities Creative Placemaking,MN,1000000.0,H,Betty McCollum,M001143,rep,Democrat,Amy Klobuchar,K000367,sen,Democrat,MN,1.017655849456787,0,0,0,0,1,0,1,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,NEON Food Entrepreneur Incubation Center,MN,1000000.0,H,Ilhan Omar,O000173,rep,Democrat,Adam Smith,S000510,rep,Democrat,MN,0.9174593091011047,0,0,0,0,0,1,0,1,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Center for Urban Revitalization and Entrepreneurship,DE,1000000.0,H,Lisa Blunt Rochester,B001303,rep,Democrat,None,None,None,None,DE,1.560845971107483,0,1,0,0,0,0,0,0,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Columbia County Small Business Resource Center,OR,175000.0,H,Suzanne Bonamici,B001278,rep,Democrat,None,None,None,None,OR,1.3063485622406006,0,1,0,1,0,0,0,1,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Gwinnett County University of Georgia Small Business Development Center,GA,100000.0,H,Carolyn Bourdeaux,B001312,rep,Democrat,None,None,None,None,GA,0.8100376725196838,1,0,0,1,0,0,0,1,0,1,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Project Elevate,PA,1000000.0,H,Matt Cartwright,C001090,rep,Democrat,None,None,None,None,PA,2.7952263355255127,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Leeward Community Small Business Incubator,HI,500000.0,H,Ed Case,C001055,rep,Democrat,None,None,None,None,HI,0.7344610691070557,0,0,0,0,1,0,1,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Small Business Research and Entrepreneurial Leadership Institute,SC,1000000.0,H,James E. Clyburn,C000537,rep,Democrat,None,None,None,None,SC,1.5585380792617798,0,0,0,0,0,0,0,0,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Memphis ReStart Initiative,TN,750000.0,H,Steve Cohen,C001068,rep,Democrat,None,None,None,None,TN,1.95920729637146,1,1,0,1,0,0,1,0,0,1,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,North Cascades Community Enterprise Program,WA,180644.0,H,Suzan K. DelBene,D000617,rep,Democrat,None,None,None,None,WA,1.422556757926941,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,"Our Businesses, Our Neighborhoods, Our Stories",PA,149324.0,H,Dwight Evans,E000296,rep,Democrat,None,None,None,None,PA,0.744915246963501,0,0,0,0,1,0,0,1,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,West Side Bazaar Expansion Project,NY,950000.0,H,Brian Higgins,H001038,rep,Democrat,None,None,None,None,NY,0.2556106448173523,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,County of San Diego Child Care Expansion Fund,CA,1000000.0,H,Sara Jacobs,J000305,rep,Democrat,None,None,None,None,CA,0.7134084701538086,0,0,1,0,0,1,0,0,1,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Ascending House,IL,200000.0,H,Robin L. Kelly,K000385,rep,Democrat,None,None,None,None,IL,1.3818280696868896,0,1,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,HIRE360 Business Development Center,IL,1000000.0,H,Raja Krishnamoorthi,K000391,rep,Democrat,None,None,None,None,IL,0.9996585845947266,0,0,1,0,1,1,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Connecticut Manufacturing & Technology CommUNITY eCommons,CT,900000.0,H,John B. Larson,L000557,rep,Democrat,None,None,None,None,CT,0.13197948038578033,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Centrepolis Accelerator,MI,200000.0,H,Brenda L. Lawrence,L000581,rep,Democrat,None,None,None,None,MI,0.5853530168533325,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Detroit Means Business,MI,200000.0,H,Brenda L. Lawrence,L000581,rep,Democrat,None,None,None,None,MI,0.5853530168533325,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,City of Doraville-Small and Local Business Facade Improvement Grants,GA,250000.0,H,Lucy McBath,M001208,rep,Democrat,None,None,None,None,GA,1.9873299598693848,0,1,0,0,0,0,0,1,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Neighborhood Development Center (NDC) Small Business Incubator Project,MN,1000000.0,H,Betty McCollum,M001143,rep,Democrat,None,None,None,None,MN,1.017655849456787,0,0,0,0,1,0,1,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Creative Hub Community Arts Center,MA,300000.0,H,James P. McGovern,M000312,rep,Democrat,None,None,None,None,MA,0.9013080596923828,1,0,0,0,0,0,0,0,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,"Resurgent Stockton: Economic Development, Workforce Development and Youth Employment",CA,1000000.0,H,Jerry McNerney,M001166,rep,Democrat,None,None,None,None,CA,0.9214003086090088,0,1,0,1,0,0,0,0,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Southern WV Emerging Industry Accelerator,WV,750000.0,H,Carol D. Miller,M001205,rep,Republican,None,None,None,None,WV,0.1696879118680954,0,0,0,0,1,0,0,0,0,0,1,0
Financial Services and General Government,Small Business Administration,Salaries and Expenses,36Squared Business Incubator,IL,80000.0,H,Marie Newman,N000192,rep,Democrat,None,None,None,None,IL,0.40957263112068176,1,0,0,1,0,0,0,1,0,1,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,El Pajaro Alisal Kitchen Incubator,CA,200000.0,H,Jimmy Panetta,P000613,rep,Democrat,None,None,None,None,CA,1.819625973701477,1,0,1,0,1,0,0,0,1,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Small Businesses Need Us,NJ,971977.0,H,"Donald M. Payne, Jr.",P000604,rep,Democrat,None,None,None,None,NJ,0.9532414674758911,1,0,0,1,0,1,0,0,0,1,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Morrisville Small Business Development Program,NC,300000.0,H,Deborah K. Ross,R000305,rep,Democrat,None,None,None,None,NC,1.2119803428649902,0,1,0,1,0,0,0,0,0,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Valley Internet of Things Initiative (VIOTI),OH,312744.0,H,Tim Ryan,R000577,rep,Democrat,None,None,None,None,OH,1.7831515073776245,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,CNMI SBDC Business Innovation Incubator,MP,952394.0,H,Gregorio Kilili Camacho Sablan,S001177,rep,Democrat,None,None,None,None,MP,0.9053357839584351,1,0,0,0,0,0,1,1,1,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Startup FIU Tech and Food Business Hub,FL,500000.0,H,Maria Elvira Salazar,S000168,rep,Republican,None,None,None,None,FL,0.18854212760925293,0,0,0,0,0,1,0,1,0,0,0,0
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Small Business Accelerator Program,AL,474355.0,H,Terri Sewell,S001185,rep,Democrat,None,None,None,None,AL,1.0988913774490356,0,0,0,0,1,0,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Business Technical Assistance Program,CA,138000.0,H,Brad Sherman,S000344,rep,Democrat,None,None,None,None,CA,1.6496400833129883,0,1,0,1,1,1,0,0,0,0,1,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Entrepreneurship Incubation Hub: Teaching & Commercial Kitchen for Refugee & Immigrant Community,WA,673000.0,H,Adam Smith,S000510,rep,Democrat,None,None,None,None,WA,1.5483863353729248,0,0,1,0,0,0,0,0,1,0,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Growing BIPOC Micromanufacturing Entrepreneurs,AZ,500000.0,H,Greg Stanton,S001211,rep,Democrat,None,None,None,None,AZ,1.1166822910308838,1,1,0,1,0,0,0,0,0,1,0,1
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Clinton County Business-Ready Capital Project,NY,1000000.0,H,Elise M. Stefanik,S001196,rep,Republican,None,None,None,None,NY,0.663739800453186,0,0,1,0,0,1,0,1,1,0,0,0
Financial Services and General Government,Small Business Administration,Salaries and Expenses,Small Business Support Center,NV,437200.0,H,Dina Titus,T000468,rep,Democrat,None,None,None,None,NV,2.290954351425171,1,0,0,1,0,1,0,0,0,1,0,1
